History for Series RTD.Q.S0.S.G_GDPM_TO_D.X (10000 history days)
,,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,changes at: ,valid from: 
1997Q4,86.66,86.66,86.66,86.68,86.69,86.68,86.48,86.66,86.67,86.67,86.67,86.67,86.67,86.67,86.63,86.61,86.61,86.63,86.63,86.63,86.55,86.49,86.49,86.47,96.51,96.51,96.59,96.55,96.59,96.59,96.59,96.59,96.58,96.57,96.57,96.58,96.59,103.98,103.98,103.98,103.98,103.98,103.99,103.99,103.99,104.00,104.00,104.00,104.01,104.01,104.01,104.01,103.98,103.98,103.98,103.98,103.99,104.00,104.00,104.11,104.12,104.11,104.10,104.10,104.11,104.07,104.07,104.05,104.07,104.05,104.05,104.05,104.05,104.05,104.04,104.04,104.07,104.07,104.08,103.95,103.92,103.92,103.85,103.89,104.34,104.32,104.32,104.28,104.26,104.26,104.47,104.44,104.46,104.46,104.47,104.52,104.51,104.49,104.50,104.49,104.49,104.49,96.49,104.48,104.46,104.46,104.46,104.46,104.54,104.54,104.52,104.48,104.48,104.48,104.48,104.49,104.48,104.49,104.49,104.48,104.45,104.45,104.43,104.43,104.53,104.53,104.53,104.53,104.54,104.54,104.54,104.59,104.58,104.58,104.58,104.58,104.53,104.54,104.54
1997Q3,86.21,86.21,86.21,86.23,86.25,86.25,86.08,86.23,86.24,86.24,86.24,86.25,86.25,86.25,86.21,86.21,86.21,86.21,86.21,86.21,86.21,86.14,86.14,86.12,96.14,96.14,96.25,96.20,96.25,96.25,96.25,96.25,96.25,96.24,96.24,96.23,96.23,103.59,103.59,103.59,103.59,103.59,103.60,103.60,103.60,103.60,103.61,103.61,103.61,103.61,103.61,103.62,103.60,103.60,103.60,103.60,103.60,103.61,103.61,103.66,103.67,103.64,103.64,103.64,103.64,103.65,103.65,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.64,103.64,103.62,103.50,103.51,103.50,103.42,103.47,103.83,103.83,103.83,103.79,103.77,103.77,103.90,103.86,103.88,103.87,103.87,103.92,103.92,103.92,103.92,103.92,103.92,103.91,95.96,103.92,103.91,103.92,103.92,103.92,103.90,103.90,103.91,103.92,103.92,103.92,103.92,103.93,103.94,103.93,103.93,103.93,103.94,103.94,103.93,103.93,103.93,103.93,103.93,103.93,103.94,103.94,103.94,103.99,103.99,103.99,103.99,103.98,104.02,104.02,104.01
1997Q2,85.85,85.85,85.85,85.88,85.88,85.88,85.68,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.81,85.81,85.81,85.82,85.82,85.82,85.82,85.74,85.74,85.73,95.70,95.70,95.79,95.75,95.81,95.80,95.81,95.81,95.80,95.80,95.80,95.81,95.80,103.14,103.14,103.14,103.14,103.14,103.14,103.14,103.14,103.13,103.13,103.13,103.12,103.12,103.12,103.12,103.11,103.11,103.11,103.10,103.12,103.12,103.12,103.16,103.17,103.12,103.13,103.12,103.13,103.16,103.16,103.15,103.16,103.14,103.14,103.14,103.14,103.15,103.15,103.14,103.15,103.15,103.15,103.05,103.10,103.10,103.02,103.06,103.39,103.38,103.39,103.33,103.32,103.32,103.48,103.45,103.47,103.47,103.47,103.51,103.51,103.51,103.51,103.51,103.51,103.50,95.58,103.50,103.50,103.49,103.51,103.51,103.45,103.45,103.46,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.53,103.53,103.53,103.53,103.53,103.53,103.52,103.53,103.53,103.63,103.63,103.63,103.63,103.63,103.65,103.65,103.65
1997Q1,85.56,85.56,85.56,85.58,85.58,85.58,85.39,85.56,85.55,85.55,85.55,85.55,85.54,85.54,85.50,85.52,85.52,85.52,85.52,85.52,85.59,85.51,85.51,85.51,95.41,95.41,95.49,95.45,95.51,95.51,95.51,95.51,95.51,95.53,95.53,95.55,95.56,102.87,102.87,102.88,102.88,102.88,102.89,102.89,102.89,102.89,102.88,102.88,102.88,102.87,102.87,102.88,102.86,102.86,102.86,102.85,102.85,102.84,102.84,102.86,102.87,102.85,102.86,102.85,102.85,102.88,102.88,102.93,102.93,102.91,102.91,102.92,102.91,102.89,102.89,102.90,102.91,102.91,102.92,102.83,102.85,102.85,102.78,102.82,103.10,103.10,103.10,103.05,103.06,103.06,103.17,103.14,103.15,103.16,103.16,103.19,103.19,103.21,103.21,103.22,103.22,103.23,95.33,103.23,103.23,103.24,103.22,103.22,103.22,103.22,103.22,103.21,103.21,103.22,103.22,103.21,103.22,103.23,103.23,103.23,103.25,103.25,103.24,103.24,103.15,103.16,103.16,103.16,103.14,103.13,103.13,103.17,103.18,103.17,103.17,103.19,103.17,103.16,103.16
1996Q4,85.25,85.25,85.25,85.28,85.28,85.28,85.07,85.24,85.26,85.26,85.26,85.26,85.26,85.26,85.22,85.22,85.22,85.23,85.23,85.23,85.22,85.18,85.18,85.14,95.04,95.04,95.14,95.10,95.14,95.15,95.14,95.14,95.13,95.11,95.11,95.11,95.11,102.39,102.39,102.39,102.39,102.39,102.40,102.40,102.40,102.40,102.41,102.41,102.42,102.41,102.41,102.42,102.40,102.40,102.40,102.39,102.40,102.40,102.40,102.43,102.44,102.43,102.44,102.44,102.43,102.46,102.46,102.45,102.49,102.47,102.47,102.47,102.47,102.47,102.48,102.47,102.49,102.49,102.50,102.42,102.47,102.47,102.44,102.48,102.70,102.69,102.69,102.66,102.68,102.68,102.76,102.73,102.75,102.75,102.75,102.78,102.78,102.78,102.77,102.77,102.77,102.77,94.90,102.78,102.77,102.77,102.77,102.77,102.78,102.78,102.76,102.76,102.76,102.78,102.78,102.77,102.77,102.77,102.77,102.77,102.74,102.74,102.73,102.73,102.74,102.74,102.74,102.75,102.76,102.73,102.73,102.73,102.74,102.74,102.74,102.75,102.72,102.73,102.73
1996Q3,84.96,84.96,84.96,84.98,84.99,84.99,84.83,84.97,84.99,84.99,84.99,84.99,84.99,84.99,84.95,84.94,84.94,84.94,84.94,84.94,84.98,84.90,84.90,84.91,94.79,94.79,94.86,94.83,94.88,94.87,94.88,94.88,94.87,94.87,94.87,94.87,94.86,102.13,102.13,102.13,102.13,102.13,102.14,102.14,102.13,102.14,102.14,102.14,102.14,102.13,102.13,102.13,102.13,102.12,102.12,102.12,102.12,102.12,102.12,102.16,102.17,102.15,102.16,102.16,102.16,102.17,102.17,102.18,102.19,102.19,102.19,102.19,102.18,102.18,102.18,102.17,102.19,102.19,102.17,102.14,102.09,102.09,102.07,102.10,102.33,102.30,102.30,102.28,102.30,102.30,102.29,102.27,102.28,102.28,102.28,102.29,102.29,102.29,102.31,102.31,102.31,102.31,94.48,102.30,102.31,102.31,102.32,102.31,102.33,102.33,102.31,102.30,102.31,102.30,102.30,102.31,102.30,102.31,102.31,102.31,102.33,102.33,102.31,102.31,102.31,102.31,102.31,102.31,102.30,102.30,102.30,102.29,102.30,102.29,102.29,102.29,102.30,102.29,102.29
1996Q2,84.67,84.67,84.67,84.70,84.70,84.71,84.54,84.70,84.69,84.69,84.69,84.69,84.69,84.69,84.65,84.65,84.65,84.66,84.66,84.66,84.62,84.54,84.54,84.53,94.34,94.33,94.39,94.35,94.41,94.41,94.41,94.41,94.41,94.41,94.41,94.43,94.43,101.67,101.66,101.67,101.67,101.67,101.66,101.66,101.66,101.65,101.65,101.65,101.66,101.66,101.66,101.65,101.65,101.66,101.66,101.65,101.65,101.66,101.66,101.76,101.77,101.75,101.73,101.74,101.75,101.74,101.74,101.76,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.74,101.74,101.75,101.74,101.78,101.78,101.76,101.79,101.98,101.98,101.98,101.96,101.99,101.99,101.94,101.92,101.94,101.93,101.93,101.94,101.94,101.94,101.94,101.94,101.94,101.94,94.14,101.94,101.95,101.94,101.94,101.95,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.91,101.91,101.91,101.91,101.90,101.93,101.93,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.93,101.93,101.93,101.93,101.93,101.93,101.93,101.95,101.95,101.94
1996Q1,84.48,84.48,84.48,84.51,84.52,84.52,84.34,84.51,84.48,84.48,84.48,84.48,84.47,84.48,84.43,84.43,84.43,84.42,84.42,84.43,84.44,84.36,84.36,84.35,94.11,94.11,94.16,94.12,94.18,94.18,94.18,94.18,94.18,94.20,94.20,94.23,94.23,101.45,101.45,101.45,101.45,101.45,101.45,101.45,101.45,101.45,101.44,101.44,101.43,101.44,101.44,101.42,101.43,101.42,101.43,101.42,101.41,101.42,101.42,101.48,101.50,101.48,101.48,101.46,101.47,101.48,101.48,101.45,101.43,101.41,101.41,101.41,101.42,101.42,101.39,101.41,101.41,101.41,101.41,101.43,101.38,101.37,101.33,101.35,101.48,101.50,101.50,101.48,101.51,101.51,101.54,101.52,101.53,101.53,101.54,101.54,101.54,101.54,101.53,101.54,101.54,101.53,93.76,101.52,101.52,101.52,101.51,101.52,101.52,101.52,101.55,101.55,101.55,101.55,101.55,101.56,101.57,101.58,101.58,101.57,101.56,101.56,101.60,101.60,101.60,101.60,101.60,101.59,101.58,101.62,101.62,101.61,101.61,101.61,101.61,101.61,101.61,101.62,101.62
1995Q4,83.96,83.96,83.96,84.00,84.00,84.00,83.82,83.98,83.99,83.99,83.99,83.99,83.99,83.99,83.95,83.95,83.95,83.97,83.97,83.97,84.00,83.93,83.93,83.92,93.70,93.70,93.74,93.71,93.77,93.77,93.77,93.77,93.77,93.75,93.75,93.77,93.77,100.95,100.95,100.96,100.96,100.95,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.97,100.96,100.97,100.97,100.97,100.97,100.64,100.64,100.98,101.00,100.99,100.99,100.99,100.99,100.99,100.99,100.95,100.95,100.99,100.99,100.99,100.99,100.97,100.97,100.95,100.93,100.93,100.98,100.97,100.96,100.96,100.96,100.97,100.99,101.02,101.02,100.98,100.97,100.97,100.91,100.90,100.91,100.91,100.92,100.92,100.92,100.91,100.91,100.91,100.91,100.91,93.19,100.91,100.92,100.92,100.93,100.92,101.02,101.02,101.02,101.02,101.02,101.04,101.04,101.04,101.04,101.04,101.04,101.04,101.05,101.05,101.08,101.08,101.08,101.08,101.08,101.08,101.06,100.99,100.99,100.99,101.00,101.00,101.00,101.00,100.94,100.96,100.96
1995Q3,83.67,83.67,83.67,83.70,83.71,83.70,83.54,83.69,83.69,83.69,83.69,83.68,83.68,83.68,83.65,83.64,83.64,83.63,83.63,83.63,83.63,83.56,83.56,83.54,93.27,93.27,93.31,93.28,93.33,93.33,93.34,93.34,93.34,93.33,93.33,93.35,93.35,100.50,100.50,100.50,100.50,100.50,100.51,100.51,100.51,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.52,100.39,100.39,100.49,100.49,100.49,100.49,100.48,100.48,100.48,100.48,100.49,100.50,100.50,100.50,100.50,100.50,100.50,100.49,100.48,100.48,100.48,100.46,100.45,100.40,100.40,100.40,100.40,100.42,100.45,100.45,100.42,100.42,100.42,100.47,100.47,100.47,100.46,100.45,100.45,100.45,100.46,100.46,100.46,100.46,100.46,92.77,100.46,100.46,100.46,100.46,100.46,100.56,100.56,100.58,100.58,100.58,100.58,100.58,100.57,100.58,100.58,100.58,100.58,100.59,100.59,100.58,100.58,100.58,100.58,100.58,100.58,100.58,100.62,100.62,100.62,100.61,100.61,100.61,100.62,100.54,100.54,100.54
1995Q2,83.04,83.04,83.04,83.08,83.09,83.09,82.92,83.08,83.06,83.06,83.06,83.06,83.06,83.06,83.02,83.02,83.02,83.02,83.02,83.02,83.06,82.98,82.98,82.96,92.56,92.56,92.60,92.58,92.63,92.63,92.61,92.61,92.61,92.62,92.62,92.63,92.63,99.72,99.72,99.71,99.71,99.72,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.71,99.72,99.72,99.66,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.68,99.69,99.66,99.66,99.66,99.66,99.68,99.68,99.69,99.70,99.70,99.67,99.67,99.72,99.72,99.72,99.71,99.68,99.68,99.68,99.69,99.69,99.69,99.71,99.72,99.72,99.72,99.72,99.72,99.72,99.73,99.73,99.73,99.73,99.74,92.10,99.74,99.73,99.72,99.72,99.72,99.65,99.65,99.66,99.66,99.66,99.65,99.65,99.66,99.65,99.65,99.65,99.65,99.64,99.64,99.63,99.63,99.63,99.63,99.63,99.64,99.64,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.71,99.69,99.69
1995Q1,82.32,82.32,82.32,82.36,82.36,82.35,82.18,82.34,82.34,82.34,82.34,82.34,82.34,82.34,82.31,82.32,82.32,82.32,82.32,82.32,82.26,82.18,82.18,82.16,91.73,91.73,91.77,91.74,91.79,91.79,91.80,91.80,91.80,91.81,91.81,91.79,91.80,98.82,98.82,98.82,98.82,98.82,98.81,98.81,98.80,98.81,98.80,98.80,98.80,98.80,98.80,98.80,98.80,98.80,98.79,98.79,98.79,99.23,99.23,98.86,98.85,98.86,98.85,98.86,98.87,98.87,98.87,98.87,98.84,98.83,98.83,98.83,98.83,98.84,98.85,98.86,98.87,98.87,98.87,98.89,98.90,98.91,98.90,98.91,98.90,98.84,98.84,98.90,98.91,98.91,98.91,98.90,98.90,98.90,98.90,98.89,98.89,98.89,98.89,98.88,98.88,98.88,91.31,98.88,98.88,98.88,98.88,98.88,98.75,98.75,98.73,98.72,98.73,98.72,98.72,98.72,98.71,98.71,98.71,98.72,98.71,98.71,98.69,98.69,98.69,98.69,98.69,98.68,98.69,98.71,98.71,98.71,98.71,98.71,98.71,98.70,98.80,98.81,98.81
1994Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,98.31,98.31,98.19,98.19,98.31,98.34,98.34,98.31,98.29,98.29,98.29,98.29,98.28,98.27,98.27,98.27,98.27,98.27,98.27,90.75,98.27,98.27,98.27,98.28,98.26,98.19,98.19,98.20,98.19,98.20,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.16,98.16,98.16,98.16,98.16,98.17,98.12,98.24,98.24,98.24,98.23,98.23,98.24,98.24,98.11,98.13,98.14
1994Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,97.57,97.57,97.56,97.56,97.57,97.62,97.62,97.50,97.48,97.48,97.48,97.48,97.46,97.46,97.46,97.46,97.46,97.46,97.46,90.00,97.46,97.46,97.47,97.47,97.49,97.50,97.50,97.49,97.48,97.49,97.49,97.49,97.49,97.49,97.49,97.49,97.48,97.48,97.48,97.43,97.43,97.43,97.43,97.43,97.44,97.46,97.41,97.41,97.43,97.43,97.43,97.43,97.43,97.47,97.48,97.48
1994Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,96.96,96.96,96.99,96.99,96.95,97.02,97.02,96.82,96.79,96.80,96.80,96.80,96.78,96.78,96.77,96.78,96.78,96.78,96.77,89.37,96.77,96.77,96.77,96.78,96.80,96.84,96.84,96.82,96.82,96.83,96.83,96.83,96.82,96.82,96.83,96.83,96.83,96.83,96.83,96.83,96.83,96.82,96.82,96.82,96.82,96.83,96.79,96.79,96.80,96.79,96.80,96.79,96.79,96.83,96.84,96.83
1994Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,96.37,96.37,96.45,96.45,96.37,96.45,96.45,96.17,96.14,96.14,96.15,96.15,96.13,96.13,96.13,96.14,96.13,96.13,96.14,88.78,96.14,96.14,96.14,96.12,96.14,96.17,96.17,96.18,96.18,96.19,96.19,96.19,96.19,96.20,96.20,96.20,96.20,96.21,96.21,96.21,96.21,96.22,96.22,96.22,96.20,96.21,96.19,96.19,96.20,96.20,96.20,96.20,96.20,96.28,96.27,96.27
1993Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,95.77,95.77,96.04,96.05,95.76,95.86,95.86,95.64,95.61,95.62,95.61,95.61,95.60,95.59,95.59,95.60,95.60,95.60,95.60,88.28,95.60,95.60,95.60,95.61,95.61,95.59,95.59,95.62,95.61,95.62,95.61,95.61,95.61,95.60,95.60,95.60,95.61,95.61,95.61,95.59,95.59,95.59,95.59,95.59,95.59,95.61,95.62,95.62,95.62,95.62,95.62,95.61,95.61,95.60,95.59,95.60
1993Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,95.06,95.06,95.40,95.40,95.05,95.15,95.15,94.88,94.85,94.85,94.85,94.85,94.83,94.83,94.83,94.83,94.83,94.83,94.83,87.57,94.84,94.84,94.83,94.83,94.84,94.87,94.87,94.88,94.87,94.88,94.88,94.88,94.87,94.88,94.88,94.88,94.86,94.86,94.86,94.86,94.86,94.86,94.87,94.87,94.86,94.83,94.85,94.85,94.88,94.88,94.88,94.88,94.88,94.89,94.88,94.88
1993Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,94.35,94.35,94.69,94.69,94.35,94.48,94.48,94.27,94.23,94.21,94.21,94.21,94.20,94.19,94.19,94.19,94.19,94.19,94.19,86.98,94.19,94.19,94.19,94.19,94.19,94.25,94.25,94.24,94.23,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.25,94.25,94.24,94.24,94.23,94.23,94.23,94.24,94.23,94.25,94.25,94.24,94.24,94.24,94.25,94.25,94.24,94.23,94.24
1993Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,93.51,93.51,93.82,93.82,93.53,93.67,93.67,93.44,93.40,93.36,93.36,93.36,93.34,93.35,93.35,93.34,93.34,93.34,93.34,86.19,93.33,93.33,93.33,93.33,93.34,93.28,93.28,93.26,93.24,93.25,93.25,93.25,93.27,93.27,93.27,93.27,93.27,93.28,93.28,93.25,93.25,93.26,93.26,93.26,93.26,93.26,93.25,93.25,93.26,93.26,93.26,93.25,93.25,93.36,93.35,93.35
1992Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,92.41,92.41,92.44,92.44,92.41,92.58,92.58,92.33,92.28,92.21,92.21,92.21,92.19,92.19,92.19,92.19,92.19,92.19,92.19,85.14,92.19,92.19,92.19,92.21,92.21,92.24,92.24,92.25,92.24,92.25,92.25,92.25,92.25,92.24,92.24,92.24,92.25,92.25,92.25,92.23,92.23,92.22,92.22,92.22,92.23,92.22,92.27,92.27,92.25,92.25,92.25,92.25,92.25,92.29,92.28,92.27
1992Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,91.56,91.56,91.42,91.42,91.57,91.75,91.75,91.55,91.48,91.39,91.40,91.40,91.38,91.37,91.38,91.37,91.37,91.37,91.37,84.38,91.37,91.37,91.36,91.37,91.38,91.37,91.37,91.36,91.33,91.36,91.36,91.36,91.37,91.37,91.37,91.37,91.33,91.33,91.33,91.35,91.35,91.36,91.36,91.36,91.35,91.36,91.35,91.35,91.39,91.39,91.39,91.38,91.38,91.36,91.35,91.36
1992Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,90.91,90.91,90.75,90.75,90.93,91.11,91.11,90.79,90.71,90.63,90.63,90.63,90.61,90.61,90.61,90.61,90.61,90.61,90.61,83.68,90.61,90.61,90.61,90.61,90.62,90.61,90.61,90.61,90.57,90.60,90.60,90.60,90.61,90.61,90.61,90.61,90.62,90.62,90.62,90.62,90.62,90.63,90.63,90.63,90.64,90.64,90.62,90.62,90.61,90.60,90.60,90.61,90.61,90.64,90.62,90.62
1992Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,90.18,90.18,90.15,90.15,90.21,90.39,90.39,89.94,89.85,89.81,89.80,89.80,89.79,89.78,89.77,89.78,89.78,89.78,89.77,82.90,89.78,89.78,89.78,89.76,89.78,89.77,89.77,89.77,89.74,89.77,89.77,89.77,89.78,89.78,89.78,89.78,89.80,89.79,89.79,89.78,89.79,89.78,89.78,89.78,89.78,89.77,89.77,89.77,89.78,89.78,89.78,89.78,89.78,89.85,89.83,89.83
1991Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,89.49,89.49,89.55,89.55,89.49,89.65,89.65,89.22,89.14,89.14,89.13,89.13,89.12,89.11,89.11,89.12,89.12,89.12,89.12,82.30,89.12,89.12,89.12,89.13,89.14,89.18,89.18,89.17,89.13,89.17,89.16,89.16,89.16,89.15,89.15,89.15,89.18,89.17,89.17,89.14,89.14,89.13,89.13,89.13,89.14,89.15,89.15,89.15,89.14,89.14,89.14,89.13,89.13,89.20,89.17,89.18
1991Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,88.18,88.18,88.27,88.27,88.17,88.31,88.31,87.90,87.81,87.83,87.83,87.83,87.81,87.80,87.80,87.80,87.80,87.80,87.80,81.08,87.80,87.80,87.80,87.81,87.83,87.84,87.84,87.83,87.79,87.83,87.83,87.83,87.83,87.83,87.83,87.83,87.80,87.79,87.79,87.77,87.77,87.76,87.76,87.76,87.76,87.76,87.81,87.81,87.86,87.86,87.85,87.85,87.85,87.75,87.72,87.73
1991Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,87.12,87.12,87.23,87.23,87.12,87.24,87.24,86.78,86.69,86.71,86.72,86.72,86.70,86.70,86.69,86.69,86.70,86.70,86.69,80.05,86.68,86.68,86.69,86.70,86.72,86.71,86.71,86.71,86.68,86.71,86.71,86.71,86.72,86.72,86.72,86.72,86.73,86.73,86.73,86.74,86.74,86.75,86.75,86.75,86.73,86.71,86.78,86.78,86.77,86.77,86.77,86.77,86.77,86.97,86.94,86.93
1991Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,85.47,85.47,85.60,85.60,85.48,85.59,85.59,85.55,85.47,85.49,85.49,85.49,85.47,85.47,85.47,85.46,85.46,85.46,85.47,78.93,85.47,85.46,85.47,85.45,85.48,85.44,85.44,85.45,85.42,85.46,85.46,85.46,85.46,85.47,85.47,85.47,85.47,85.48,85.48,85.48,85.49,85.51,85.51,85.51,85.50,85.52,85.54,85.54,85.54,85.54,85.54,85.56,85.56,85.56,85.52,85.51
